initial_guess,level,require_v_sum,optimiser,loss_type,constraint_strictness,loss,time
reg,single,TRUE,SLSQP,RSS,0.01,71.74693031,0.00625062
reg,nested,FALSE,L-BFGS-B,l2,0,7.652994965,5.140998125
equal,single,FALSE,SLSQP,l2,0.01,28.46236729,0.00595665
equal,nested,FALSE,L-BFGS-B,RSS,0.05,1000000,6.427473545
equal,single,FALSE,SLSQP,l2,0.05,28.46236729,0.006108761
equal,single,FALSE,SLSQP,l2,0.05,28.46236729,0.006115913
equal,single,FALSE,SLSQP,l2,0.01,28.46236729,0.00605011
equal,nested,TRUE,SLSQP,RSS,0,56.37415383,7.084109783
reg,single,TRUE,SLSQP,RSS,1.00E-08,71.74693031,0.00624299
equal,nested,FALSE,SLSQP,l2,0.01,7.66425865,4.220157146
reg,single,TRUE,SLSQP,RSS,1.00E-08,71.74693031,0.006241083
equal,nested,TRUE,SLSQP,l2,0.05,8.645206725,6.6735847
reg,nested,FALSE,L-BFGS-B,l2,1.00E-08,7.547643914,15.36981249
reg,single,TRUE,SLSQP,RSS,0.05,71.74693031,0.006243706
reg,single,FALSE,SLSQP,RSS,0,71.74693031,0.006143332
reg,single,TRUE,SLSQP,l2,1.00E-08,8.470355973,0.006305933
reg,single,TRUE,SLSQP,l2,1.00E-08,8.470355973,0.006191015
equal,single,FALSE,SLSQP,l2,1.00E-08,28.46236729,0.006153107
reg,nested,FALSE,Nelder-Mead,l2,1.00E-08,7.5740208,2.388733864
equal,nested,FALSE,L-BFGS-B,l2,0.01,22.65148802,3.729144335
equal,nested,FALSE,SLSQP,RSS,0,58.53660259,4.368170023
equal,single,FALSE,SLSQP,RSS,0,810.1063518,0.006112099
equal,nested,FALSE,Nelder-Mead,l2,0.01,7.659511007,3.402982712
equal,nested,FALSE,Nelder-Mead,l2,0,11.21982824,2.56661272
reg,nested,FALSE,Nelder-Mead,RSS,1.00E-08,57.36416481,2.883084059
equal,single,FALSE,SLSQP,l2,0.01,28.46236729,0.006039143
equal,nested,TRUE,SLSQP,l2,0,7.553077746,4.744996309
equal,nested,TRUE,SLSQP,RSS,1.00E-08,670.8734763,0.324062586
equal,single,TRUE,SLSQP,l2,1.00E-08,28.46236729,0.006234169
reg,single,TRUE,SLSQP,l2,0,8.470355973,0.006258011
reg,single,TRUE,SLSQP,RSS,0.01,71.74693031,0.006191969
reg,nested,FALSE,Nelder-Mead,l2,1.00E-08,7.5740208,2.366087914
equal,nested,TRUE,SLSQP,l2,0.01,7.936583402,6.825538635
reg,nested,TRUE,SLSQP,RSS,0.05,57.8675491,1.293979883
reg,nested,FALSE,SLSQP,RSS,1.00E-08,56.61356808,4.260026217
equal,nested,TRUE,SLSQP,l2,1.00E-08,24.48604136,0.413728714
equal,single,TRUE,SLSQP,RSS,0,810.1063518,0.00629425
equal,nested,TRUE,SLSQP,RSS,0.01,57.10698019,5.875676155
reg,nested,FALSE,L-BFGS-B,RSS,0,57.20240279,15.72179365
equal,single,FALSE,SLSQP,RSS,0,810.1063518,0.006207228
reg,nested,FALSE,L-BFGS-B,RSS,0,57.20240279,15.57227707
reg,nested,FALSE,SLSQP,RSS,0.01,56.03416174,2.344942331
reg,single,FALSE,SLSQP,l2,0.01,8.470355973,0.005990267
equal,nested,FALSE,Nelder-Mead,l2,0.01,7.659511007,3.398464203
equal,nested,FALSE,L-BFGS-B,RSS,0.05,1000000,6.481859446
equal,nested,TRUE,SLSQP,RSS,1.00E-08,670.8734763,0.326750994
equal,single,FALSE,SLSQP,RSS,0.01,810.1063518,0.006076813
reg,nested,FALSE,SLSQP,l2,0.01,7.501115461,2.159985781
reg,nested,TRUE,SLSQP,RSS,0,58.21165774,1.880247116
equal,nested,FALSE,Nelder-Mead,l2,0,11.21861865,3.27913332
equal,nested,FALSE,Nelder-Mead,RSS,0,125.850914,4.067924261
reg,nested,FALSE,Nelder-Mead,RSS,0.05,57.36416481,2.857596636
equal,nested,TRUE,SLSQP,l2,0.05,8.645206725,6.686759949
equal,nested,FALSE,Nelder-Mead,l2,0.01,7.659511007,3.399980068
equal,nested,FALSE,Nelder-Mead,RSS,0.01,58.66785485,3.600754261
equal,nested,FALSE,Nelder-Mead,l2,1.00E-08,7.659511007,3.410761356
equal,nested,FALSE,Nelder-Mead,RSS,0,125.850914,4.103939295
reg,single,FALSE,SLSQP,l2,0.01,8.470355973,0.006181479
equal,single,FALSE,SLSQP,l2,0.05,28.46236729,0.006057739
equal,nested,TRUE,SLSQP,l2,0.01,7.936583402,6.803468466
reg,single,FALSE,SLSQP,l2,0.05,8.470355973,0.00599885
reg,single,FALSE,SLSQP,l2,0,8.470355973,0.006139755
reg,single,FALSE,SLSQP,RSS,0,71.74693031,0.005988598
reg,nested,FALSE,Nelder-Mead,l2,1.00E-08,7.5740208,2.364490271
reg,nested,TRUE,SLSQP,l2,0.05,7.54108769,2.088833809
equal,nested,TRUE,SLSQP,l2,1.00E-08,24.48604136,0.403080702
reg,nested,FALSE,Nelder-Mead,l2,0.05,7.574102412,2.247433662
equal,single,TRUE,SLSQP,l2,0.01,28.46236729,0.006301641
reg,single,FALSE,SLSQP,l2,0.01,8.470355973,0.005955458
reg,nested,FALSE,Nelder-Mead,l2,0,7.5740208,2.400407076
equal,nested,FALSE,Nelder-Mead,RSS,0.05,58.66785485,3.55380106
equal,nested,FALSE,SLSQP,l2,0,7.647617093,3.515673399
reg,single,FALSE,SLSQP,l2,1.00E-08,8.470355973,0.006077528
reg,nested,TRUE,SLSQP,RSS,0,58.21165774,1.88126421
reg,nested,TRUE,SLSQP,l2,0,7.56918366,3.779756784
reg,single,TRUE,SLSQP,RSS,0,71.74693031,0.006267548
reg,nested,FALSE,L-BFGS-B,l2,0,7.652994965,5.153115749
reg,single,FALSE,SLSQP,l2,0.05,8.470355973,0.006165504
equal,nested,FALSE,SLSQP,RSS,0,58.53660259,4.412179232
reg,nested,TRUE,SLSQP,RSS,0,58.21165774,1.898306847
reg,nested,FALSE,Nelder-Mead,RSS,0.01,57.36413245,2.886883736
equal,nested,FALSE,L-BFGS-B,RSS,0.01,380.162874,8.247385025
reg,nested,FALSE,SLSQP,RSS,1.00E-08,56.61356808,4.21327877
reg,single,FALSE,SLSQP,l2,0.05,8.470355973,0.006093264
reg,single,TRUE,SLSQP,RSS,0,71.74693031,0.006318331
equal,single,TRUE,SLSQP,RSS,0,810.1063518,0.006225109
equal,nested,FALSE,Nelder-Mead,l2,1.00E-08,7.659511007,3.376829147
equal,nested,FALSE,SLSQP,l2,0.01,7.66425865,4.206140041
equal,single,TRUE,SLSQP,RSS,0,810.1063518,0.006444693
equal,single,FALSE,SLSQP,RSS,0,810.1063518,0.006103039
reg,single,FALSE,SLSQP,RSS,0.05,71.74693031,0.006063938
reg,nested,FALSE,SLSQP,RSS,0,59.726042,1.599650145
equal,nested,FALSE,L-BFGS-B,RSS,1.00E-08,77.87015293,6.067842484
reg,single,FALSE,SLSQP,RSS,0.01,71.74693031,0.006015062
reg,nested,FALSE,SLSQP,l2,0.01,7.501115461,2.138150215
reg,nested,TRUE,SLSQP,l2,0.01,7.540234385,3.231855869
equal,nested,FALSE,Nelder-Mead,l2,0,11.21861865,3.306620598
equal,single,FALSE,SLSQP,RSS,0.05,810.1063518,0.006220341
equal,single,TRUE,SLSQP,l2,0,28.46236729,0.006283522
equal,nested,FALSE,L-BFGS-B,RSS,1.00E-08,77.87015293,6.074005842
reg,single,TRUE,SLSQP,l2,1.00E-08,8.470355973,0.006385565
equal,single,TRUE,SLSQP,l2,0,28.46236729,0.006315947
reg,nested,FALSE,SLSQP,l2,1.00E-08,7.547317857,1.713865519
equal,nested,FALSE,L-BFGS-B,RSS,1.00E-08,77.87015293,6.134330273
equal,nested,FALSE,SLSQP,l2,0.05,7.598807427,3.50170517
equal,nested,FALSE,SLSQP,l2,0.05,7.598807427,3.44048214
equal,nested,FALSE,L-BFGS-B,l2,0.05,21.3247176,4.098130703
reg,nested,FALSE,L-BFGS-B,RSS,1.00E-08,58.47858216,5.1880126
equal,nested,FALSE,Nelder-Mead,RSS,1.00E-08,58.66785485,3.568744421
equal,nested,FALSE,L-BFGS-B,l2,0.01,22.65148802,3.675016165
equal,nested,FALSE,Nelder-Mead,RSS,0.05,58.66785485,3.573690653
equal,single,TRUE,SLSQP,RSS,0.01,810.1063518,0.006247044
reg,nested,FALSE,SLSQP,RSS,0,59.726042,1.618719816
reg,nested,FALSE,SLSQP,RSS,0,59.726042,1.597020388
equal,nested,FALSE,L-BFGS-B,RSS,0.01,380.162874,8.248136997
reg,single,TRUE,SLSQP,l2,0,8.470355973,0.006267309
equal,nested,FALSE,SLSQP,RSS,0.01,58.1811146,6.055083036
equal,nested,FALSE,SLSQP,l2,0,7.647617093,3.537077904
equal,nested,TRUE,SLSQP,RSS,1.00E-08,670.8734763,0.327600956
equal,single,FALSE,SLSQP,l2,0,28.46236729,0.006206989
equal,single,TRUE,SLSQP,l2,1.00E-08,28.46236729,0.006361723
reg,nested,TRUE,SLSQP,RSS,0,58.21165774,1.911297798
equal,single,FALSE,SLSQP,RSS,0.05,810.1063518,0.006023884
equal,nested,TRUE,SLSQP,RSS,0.05,58.53013777,2.826430321
reg,nested,FALSE,L-BFGS-B,l2,0.01,7.656402788,7.741785526
reg,nested,FALSE,SLSQP,l2,1.00E-08,7.547317857,1.731942654
equal,single,FALSE,SLSQP,l2,0,28.46236729,0.006170988
reg,nested,TRUE,SLSQP,RSS,0.05,57.8675491,1.287113667
reg,single,TRUE,SLSQP,l2,0,8.470355973,0.006221056
equal,nested,FALSE,SLSQP,l2,0.01,7.66425865,4.216696024
equal,nested,FALSE,Nelder-Mead,l2,0,11.21861865,3.300186157
reg,nested,TRUE,SLSQP,RSS,0.01,56.6656409,3.130134344
equal,single,FALSE,SLSQP,RSS,0.01,810.1063518,0.005997181
equal,nested,FALSE,Nelder-Mead,l2,0.05,7.659511007,3.367214441
equal,nested,FALSE,Nelder-Mead,l2,0.01,7.659502113,3.352267981
equal,nested,FALSE,L-BFGS-B,RSS,0,58.54380248,11.92841291
equal,nested,TRUE,SLSQP,l2,1.00E-08,24.48604136,0.410360336
reg,single,FALSE,SLSQP,RSS,0.01,71.74693031,0.006036997
reg,nested,FALSE,L-BFGS-B,l2,0,7.652994965,5.125254154
equal,single,FALSE,SLSQP,l2,1.00E-08,28.46236729,0.006065607
equal,single,FALSE,SLSQP,l2,0.05,28.46236729,0.006008387
reg,nested,FALSE,L-BFGS-B,RSS,0.01,58.59964132,6.393395662
reg,nested,TRUE,SLSQP,l2,0.05,7.54108769,2.083997011
equal,nested,FALSE,L-BFGS-B,RSS,1.00E-08,77.87015293,6.108926773
equal,nested,FALSE,Nelder-Mead,l2,0.01,7.659511007,3.377564192
equal,nested,TRUE,SLSQP,RSS,0.05,58.53013777,2.826649666
equal,single,TRUE,SLSQP,l2,0,28.46236729,0.006243467
equal,nested,TRUE,SLSQP,l2,1.00E-08,24.48604136,0.407481909
equal,nested,FALSE,SLSQP,RSS,0.05,58.68622168,3.999446154
reg,nested,FALSE,SLSQP,l2,0.01,7.501115461,2.143743753
reg,nested,FALSE,Nelder-Mead,RSS,0.05,57.36416481,2.858118057
equal,single,FALSE,SLSQP,l2,0.05,28.46236729,0.00604558
equal,nested,TRUE,SLSQP,RSS,0.05,58.53013777,2.830058336
equal,nested,FALSE,L-BFGS-B,l2,1.00E-08,21.46601745,4.401682854
equal,single,FALSE,SLSQP,l2,0.01,28.46236729,0.006055593
reg,nested,FALSE,Nelder-Mead,l2,0.05,7.5740208,2.389039755
reg,single,TRUE,SLSQP,RSS,0.01,71.74693031,0.006283045
equal,single,TRUE,SLSQP,RSS,0.05,810.1063518,0.006275654
equal,nested,FALSE,L-BFGS-B,RSS,0.05,1000000,6.398048162
equal,nested,FALSE,SLSQP,RSS,0.01,58.1811146,6.021085501
equal,single,TRUE,SLSQP,l2,0.01,28.46236729,0.006263733
equal,single,TRUE,SLSQP,l2,0,28.46236729,0.006228685
equal,nested,TRUE,SLSQP,RSS,0,56.37413839,6.856155872
reg,nested,FALSE,L-BFGS-B,RSS,0.05,70.30052628,3.657764196
equal,nested,TRUE,SLSQP,l2,1.00E-08,24.48604136,0.40451169
reg,nested,FALSE,SLSQP,RSS,0,59.726042,1.623768568
reg,nested,FALSE,L-BFGS-B,RSS,0,57.20240269,15.64072704
equal,single,FALSE,SLSQP,l2,1.00E-08,28.46236729,0.006018877
reg,single,TRUE,SLSQP,l2,0.01,8.470355973,0.006299734
reg,single,FALSE,SLSQP,l2,0,8.470355973,0.006186724
equal,single,TRUE,SLSQP,l2,0,28.46236729,0.006266117
reg,nested,FALSE,L-BFGS-B,RSS,0,58.20678932,11.0890553
reg,single,FALSE,SLSQP,RSS,0,71.74693031,0.006243944
equal,nested,FALSE,Nelder-Mead,l2,1.00E-08,7.659511007,3.353641748
equal,nested,FALSE,L-BFGS-B,RSS,0.01,380.162874,8.24530673
reg,nested,FALSE,SLSQP,RSS,0.01,56.03416174,2.344857216
equal,nested,FALSE,SLSQP,l2,0.05,7.598807427,3.450153351
equal,nested,TRUE,SLSQP,l2,1.00E-08,24.48604136,0.411674738
reg,single,TRUE,SLSQP,l2,1.00E-08,8.470355973,0.006282091
equal,nested,FALSE,Nelder-Mead,RSS,0.01,58.66785485,3.56709218
reg,nested,FALSE,L-BFGS-B,RSS,0.01,58.59964132,7.867409229
equal,nested,FALSE,L-BFGS-B,l2,1.00E-08,21.46601745,4.44939065
equal,nested,FALSE,SLSQP,l2,0.05,7.598807427,3.428923607
equal,single,TRUE,SLSQP,RSS,1.00E-08,810.1063518,0.006239653
reg,nested,FALSE,SLSQP,l2,0.05,7.541461701,1.859713316
reg,nested,TRUE,SLSQP,RSS,1.00E-08,57.3720952,2.955664396
equal,nested,FALSE,SLSQP,l2,0,7.647632718,3.041116953
reg,nested,FALSE,SLSQP,RSS,0.01,56.03416174,2.345356941
equal,nested,TRUE,SLSQP,RSS,1.00E-08,670.8734763,0.328927517
reg,nested,FALSE,L-BFGS-B,RSS,0,57.20240279,15.6050024
equal,nested,FALSE,Nelder-Mead,RSS,1.00E-08,58.66785485,3.58656764
reg,single,FALSE,SLSQP,l2,1.00E-08,8.470355973,0.006016254
reg,single,FALSE,SLSQP,RSS,1.00E-08,71.74693031,0.006050587
equal,nested,FALSE,L-BFGS-B,RSS,1.00E-08,77.87015293,6.142969131
reg,single,FALSE,SLSQP,RSS,0,71.74693031,0.006099463
equal,nested,FALSE,L-BFGS-B,RSS,0.05,1000000,6.51144886
reg,nested,FALSE,L-BFGS-B,RSS,0.01,58.59964132,7.88749671
reg,nested,TRUE,SLSQP,l2,0,7.56918366,3.735812902
equal,nested,FALSE,L-BFGS-B,RSS,1.00E-08,77.87015293,6.123954535
equal,nested,FALSE,Nelder-Mead,RSS,0.01,58.66785485,3.588883638
reg,nested,FALSE,L-BFGS-B,l2,0.01,7.656402788,7.720052004
equal,nested,FALSE,Nelder-Mead,l2,0.05,7.659511007,3.400048256
reg,nested,FALSE,L-BFGS-B,RSS,1.00E-08,58.47858216,5.212516785
equal,nested,FALSE,SLSQP,RSS,0.05,58.46229666,5.697304249
equal,single,TRUE,SLSQP,RSS,1.00E-08,810.1063518,0.006286621
reg,nested,TRUE,SLSQP,l2,1.00E-08,7.563813219,1.961431742
reg,nested,FALSE,Nelder-Mead,RSS,0,57.36416481,2.884207487
equal,nested,FALSE,Nelder-Mead,RSS,1.00E-08,58.66785485,3.576144695
equal,single,TRUE,SLSQP,RSS,1.00E-08,810.1063518,0.006259441
equal,nested,FALSE,SLSQP,RSS,1.00E-08,57.8798894,3.462152719
equal,single,TRUE,SLSQP,RSS,1.00E-08,810.1063518,0.00628829
reg,nested,FALSE,Nelder-Mead,l2,0.05,7.5740208,2.390196085
equal,nested,FALSE,SLSQP,l2,0.05,7.598807427,3.510720253
reg,nested,FALSE,Nelder-Mead,l2,0.05,7.5740208,2.407658577
reg,nested,TRUE,SLSQP,RSS,1.00E-08,57.3720952,3.005059481
equal,nested,FALSE,L-BFGS-B,RSS,0.05,1000000,6.461907148
equal,single,FALSE,SLSQP,RSS,0.05,810.1063518,0.006126642
equal,nested,FALSE,L-BFGS-B,RSS,1.00E-08,77.87015293,6.158330202
reg,nested,FALSE,SLSQP,RSS,0.05,58.14911159,0.859967232
equal,nested,FALSE,SLSQP,l2,0.05,7.598807427,3.523697853
reg,nested,FALSE,L-BFGS-B,l2,1.00E-08,7.547643914,15.2621119
reg,single,FALSE,SLSQP,RSS,0.05,71.74693031,0.006061316
reg,nested,FALSE,SLSQP,RSS,1.00E-08,56.61356808,4.329177856
equal,single,FALSE,SLSQP,l2,1.00E-08,28.46236729,0.006093979
reg,single,FALSE,SLSQP,RSS,0.05,71.74693031,0.006053209
reg,nested,FALSE,Nelder-Mead,RSS,0,57.35388467,5.73745966
reg,single,TRUE,SLSQP,l2,0.05,8.470355973,0.006381035
reg,nested,FALSE,L-BFGS-B,l2,0.05,7.665229151,5.684519768
reg,nested,FALSE,Nelder-Mead,RSS,0.05,57.36416481,2.861441612
reg,nested,FALSE,Nelder-Mead,l2,1.00E-08,7.5740208,2.368441105
equal,nested,FALSE,L-BFGS-B,RSS,0.01,380.162874,8.20668602
equal,nested,TRUE,SLSQP,l2,0.01,7.936583402,6.835167646
equal,single,FALSE,SLSQP,l2,1.00E-08,28.46236729,0.00608325
equal,single,TRUE,SLSQP,RSS,0.05,810.1063518,0.006167173
equal,nested,FALSE,SLSQP,RSS,1.00E-08,57.8798894,3.412590504
reg,single,TRUE,SLSQP,l2,0,8.470355973,0.006280661
reg,nested,FALSE,Nelder-Mead,l2,1.00E-08,7.5740208,2.349552631
equal,nested,FALSE,SLSQP,l2,0,7.647617093,3.556135416
equal,nested,FALSE,L-BFGS-B,RSS,0.05,1000000,6.390402555
equal,nested,FALSE,SLSQP,l2,0.01,7.66425865,4.249204159
reg,nested,FALSE,Nelder-Mead,l2,0,7.5740208,2.407167435
equal,single,TRUE,SLSQP,RSS,0.05,810.1063518,0.006351709
equal,nested,FALSE,SLSQP,RSS,0,58.53660259,4.444282055
equal,nested,FALSE,Nelder-Mead,RSS,0.01,58.66785485,3.612176657
reg,nested,FALSE,SLSQP,l2,0.01,7.501115461,2.161230564
equal,nested,FALSE,L-BFGS-B,RSS,0.01,380.162874,8.289112091
reg,nested,TRUE,SLSQP,RSS,1.00E-08,57.3720952,2.951306105
equal,nested,TRUE,SLSQP,l2,0.01,7.936583402,6.875624657
equal,nested,FALSE,SLSQP,l2,1.00E-08,7.62905256,5.324304819
reg,nested,FALSE,L-BFGS-B,l2,0.01,7.656402788,7.645421982
reg,nested,FALSE,Nelder-Mead,RSS,0,57.36416481,2.898132563
equal,single,FALSE,SLSQP,l2,1.00E-08,28.46236729,0.006113768
equal,nested,FALSE,SLSQP,l2,0,7.647617093,3.48355031
equal,nested,TRUE,SLSQP,RSS,0,56.3764703,5.7808218
equal,nested,FALSE,SLSQP,l2,0.01,7.66425865,4.161141157
equal,nested,FALSE,Nelder-Mead,RSS,0.05,58.66785485,3.560849428
reg,single,FALSE,SLSQP,l2,0,8.470355973,0.006121159
reg,nested,FALSE,L-BFGS-B,l2,0,7.652994982,6.251774073
reg,single,TRUE,SLSQP,l2,0,8.470355973,0.006408215
equal,nested,TRUE,SLSQP,RSS,0.05,58.53013777,2.841972113
reg,nested,FALSE,SLSQP,l2,1.00E-08,7.547317857,1.731773853
equal,nested,TRUE,SLSQP,l2,0.05,8.645206725,6.656057596
equal,nested,FALSE,Nelder-Mead,l2,1.00E-08,7.659511007,3.361320972
equal,nested,FALSE,SLSQP,l2,1.00E-08,7.62905256,5.297335863
reg,single,FALSE,SLSQP,RSS,0.05,71.74693031,0.006065369
equal,nested,FALSE,SLSQP,RSS,0,58.53660259,4.359038591
equal,nested,FALSE,SLSQP,RSS,0.01,58.1811146,6.058908939
reg,single,FALSE,SLSQP,l2,1.00E-08,8.470355973,0.00612855
equal,nested,FALSE,SLSQP,RSS,0.01,58.1811146,6.051193953
reg,single,TRUE,SLSQP,l2,1.00E-08,8.470355973,0.006202221
reg,nested,FALSE,SLSQP,l2,0,7.500923927,4.139540911
reg,nested,FALSE,L-BFGS-B,l2,1.00E-08,7.547643914,15.40429282
reg,nested,TRUE,SLSQP,l2,0.01,7.540234385,3.217498779
equal,nested,FALSE,L-BFGS-B,l2,1.00E-08,21.46601745,4.40339303
reg,nested,FALSE,SLSQP,l2,1.00E-08,7.547317857,1.737001657
equal,nested,FALSE,Nelder-Mead,RSS,1.00E-08,58.66785485,3.594180584
equal,nested,FALSE,SLSQP,RSS,0,58.53660259,4.356872082
reg,single,TRUE,SLSQP,l2,0.01,8.470355973,0.006223679
reg,nested,TRUE,SLSQP,l2,0,7.56918366,3.739599705
equal,nested,FALSE,L-BFGS-B,l2,0,7.587277545,10.00107646
equal,nested,FALSE,SLSQP,RSS,0.01,58.1811146,6.020130396
reg,nested,FALSE,L-BFGS-B,l2,0.05,7.66523558,4.395294428
reg,nested,FALSE,SLSQP,RSS,0.05,58.14911159,0.865190029
reg,nested,FALSE,L-BFGS-B,RSS,0.01,58.59964132,7.884403229
reg,single,TRUE,SLSQP,RSS,0.01,71.74693031,0.006250858
reg,single,TRUE,SLSQP,RSS,0.05,71.74693031,0.006185532
reg,nested,TRUE,SLSQP,l2,0.05,7.54108769,2.106617689
equal,nested,FALSE,SLSQP,l2,0,7.647617093,3.488086462
reg,nested,FALSE,SLSQP,RSS,1.00E-08,56.61356808,4.307501793
reg,single,TRUE,SLSQP,l2,0,8.470355973,0.006202698
reg,nested,FALSE,L-BFGS-B,l2,0.05,7.66523558,4.348773479
reg,nested,TRUE,SLSQP,RSS,0,58.21165774,1.89789772
reg,nested,FALSE,SLSQP,RSS,1.00E-08,56.61356808,4.214302063
equal,single,TRUE,SLSQP,RSS,0.01,810.1063518,0.006297112
equal,single,FALSE,SLSQP,l2,1.00E-08,28.46236729,0.006062746
reg,single,FALSE,SLSQP,RSS,0,71.74693031,0.006012678
reg,nested,FALSE,L-BFGS-B,l2,0.01,7.656402788,7.762280703
reg,nested,TRUE,SLSQP,l2,0,7.56918366,3.742895842
reg,nested,FALSE,SLSQP,l2,0,7.500923927,4.138059616
reg,single,TRUE,SLSQP,RSS,0.01,71.74693031,0.006281614
equal,nested,FALSE,SLSQP,l2,0,7.647617093,3.519989014
reg,single,FALSE,SLSQP,RSS,0,71.74693031,0.006207943
equal,nested,TRUE,SLSQP,RSS,0.05,58.53013777,2.804483652
reg,single,FALSE,SLSQP,l2,1.00E-08,8.470355973,0.006092787
equal,nested,TRUE,SLSQP,RSS,0,56.37413839,6.822845459
reg,nested,FALSE,Nelder-Mead,l2,0,7.5740208,2.339349985
equal,nested,FALSE,Nelder-Mead,l2,0.05,7.659511007,3.370655775
equal,nested,FALSE,SLSQP,l2,1.00E-08,7.62905256,5.256712198
reg,nested,FALSE,Nelder-Mead,l2,1.00E-08,7.5740208,2.368835688
equal,single,TRUE,SLSQP,RSS,1.00E-08,810.1063518,0.006317139
reg,nested,TRUE,SLSQP,l2,1.00E-08,7.563813219,1.948753834
reg,nested,FALSE,L-BFGS-B,l2,0,7.652994965,5.093722105
reg,nested,FALSE,Nelder-Mead,RSS,0.01,57.36416481,2.871877909
equal,nested,FALSE,L-BFGS-B,l2,1.00E-08,21.46601745,4.433000565
reg,nested,TRUE,SLSQP,RSS,0.05,57.8675491,1.295926332
reg,single,TRUE,SLSQP,l2,1.00E-08,8.470355973,0.006378889
reg,nested,TRUE,SLSQP,l2,0,7.56918366,3.792392969
equal,nested,FALSE,L-BFGS-B,RSS,0.01,380.162874,8.221197844
equal,single,TRUE,SLSQP,RSS,0,810.1063518,0.006351709
reg,nested,TRUE,SLSQP,RSS,0,58.21165774,1.903787613
reg,nested,FALSE,L-BFGS-B,l2,0,7.553820055,10.77785873
reg,nested,TRUE,SLSQP,RSS,1.00E-08,57.3720952,2.938877106
reg,nested,FALSE,L-BFGS-B,RSS,0.05,70.30052628,3.658715963
reg,nested,FALSE,L-BFGS-B,RSS,0.01,58.59964155,7.053082228
equal,single,FALSE,SLSQP,l2,1.00E-08,28.46236729,0.00616765
equal,nested,FALSE,Nelder-Mead,RSS,1.00E-08,58.66785485,3.608015537
reg,single,TRUE,SLSQP,l2,0.01,8.470355973,0.0063622
reg,nested,FALSE,Nelder-Mead,l2,1.00E-08,7.5740208,2.356900692
equal,nested,FALSE,Nelder-Mead,RSS,0.05,58.66785485,3.553747177
reg,nested,FALSE,L-BFGS-B,l2,0.01,7.656402788,7.77017498
equal,nested,TRUE,SLSQP,RSS,0.05,58.53013777,2.795668602
equal,nested,FALSE,SLSQP,l2,0.05,7.598807427,3.487223625
equal,nested,FALSE,Nelder-Mead,RSS,0.05,58.66785485,3.550768614
equal,nested,FALSE,L-BFGS-B,RSS,0.01,380.162874,8.266595125
equal,single,FALSE,SLSQP,l2,0,28.46236729,0.006293535
equal,nested,FALSE,SLSQP,l2,0.05,7.598807427,3.452181816
reg,nested,FALSE,L-BFGS-B,RSS,0,57.20240279,15.53832769
equal,single,TRUE,SLSQP,l2,0.05,28.46236729,0.006281853
reg,single,FALSE,SLSQP,l2,0.01,8.470355973,0.006105185
reg,nested,TRUE,SLSQP,l2,0,7.56918366,3.738456964
equal,nested,FALSE,L-BFGS-B,l2,0,7.540900581,12.38979745
equal,nested,FALSE,L-BFGS-B,RSS,0,58.54751681,13.05408812
reg,single,FALSE,SLSQP,l2,0.01,8.470355973,0.006054163
equal,nested,FALSE,L-BFGS-B,l2,0.01,22.65148802,3.70273447
equal,nested,FALSE,L-BFGS-B,l2,0.01,22.65148802,3.670354128
equal,nested,FALSE,SLSQP,l2,0,7.647617324,3.548119068
equal,nested,TRUE,SLSQP,RSS,0.05,58.53013777,2.804040432
reg,single,FALSE,SLSQP,RSS,1.00E-08,71.74693031,0.006008863
reg,nested,FALSE,L-BFGS-B,l2,1.00E-08,7.547643914,15.50096631
equal,nested,FALSE,Nelder-Mead,RSS,0.01,58.66785485,3.548801661
equal,nested,FALSE,Nelder-Mead,RSS,1.00E-08,58.66785485,3.584157944
equal,nested,FALSE,SLSQP,RSS,0.05,58.68622168,3.982526302
equal,single,FALSE,SLSQP,RSS,0.05,810.1063518,0.006135225
equal,nested,FALSE,SLSQP,l2,0.01,7.66425865,4.207241058
reg,nested,FALSE,Nelder-Mead,l2,0.01,7.5740208,2.340910912
reg,single,TRUE,SLSQP,l2,0,8.470355973,0.006245375
reg,nested,FALSE,Nelder-Mead,l2,0,7.5740208,2.356295586
equal,nested,FALSE,Nelder-Mead,RSS,1.00E-08,58.66785485,3.548784018
equal,nested,FALSE,Nelder-Mead,RSS,0,125.850914,4.041499138
equal,nested,TRUE,SLSQP,l2,0.01,7.936583402,6.83927083
reg,nested,FALSE,L-BFGS-B,RSS,0.01,58.59964054,8.09939909
equal,single,TRUE,SLSQP,RSS,0.05,810.1063518,0.006285191
reg,nested,FALSE,Nelder-Mead,RSS,1.00E-08,57.36416481,2.895537615
reg,nested,TRUE,SLSQP,RSS,0.05,57.8675491,1.270780087
equal,nested,TRUE,SLSQP,RSS,1.00E-08,670.8734763,0.322133541
equal,nested,FALSE,Nelder-Mead,RSS,0.01,58.66785485,3.610398531
equal,nested,TRUE,SLSQP,l2,0.01,7.936583402,6.955346107
reg,nested,TRUE,SLSQP,l2,1.00E-08,7.563813219,1.975793362
equal,nested,FALSE,SLSQP,RSS,0.05,58.68622168,4.070230484
equal,single,FALSE,SLSQP,l2,0.05,28.46236729,0.006129265
equal,nested,TRUE,SLSQP,RSS,0,56.40076214,5.154400349
reg,single,TRUE,SLSQP,l2,1.00E-08,8.470355973,0.00619626
equal,single,FALSE,SLSQP,RSS,0.05,810.1063518,0.00611043
